id_cliente,ingreso_mensual_fijo,ingreso_mensual_variable,ingreso_mensual,gastos_esenciales_mensuales,gastos_no_escenciales_mensuales,gastos_totales_del_mes,cuotas_mensuales_deuda,ahorro_mensual,ahorro_previo,ahorro_total,ratio_ahorro_neto,ratio_endeudamiento_dti,gastos_esenciales_ratio,gastos_estilo_vida_ratio,meses_supervivencia,frecuencia_transacciones_ocio,perfil_financiero,modalidad_pago_tarjeta
USR_311,769.216,161.140,930.356,412.259,263.535,875.814,200.020,-145.478,0,-145.478,"-15,64%","21,50%","44,31%","28,33%","-0,2376008323",8,En Riesgo,parcial
USR_312,543.070,285.151,828.221,412.193,269.657,929.037,247.187,-348.003,225.693,-122.310,"-42,02%","29,85%","49,77%","32,56%","-0,1854924323",8,En Riesgo,total
USR_313,29.767,302.943,332.710,210.040,69.543,445.864,166.281,-279.435,0,-279.435,"-83,99%","49,98%","63,13%","20,90%","-0,7425442641",8,En Riesgo,total
USR_314,2.547.829,0,2.547.829,1.105.970,689.408,1.795.378,0,752.451,0,752.451,"29,53%","0,00%","43,41%","27,06%","0,6803538975",14,Saludable,sin_deuda
USR_315,1.476.614,0,1.476.614,545.616,202.199,747.815,0,728.799,488.034,1.216.833,"49,36%","0,00%","36,95%","13,69%","2,230200361",2,Saludable,sin_deuda
USR_316,1.186.258,0,1.186.258,693.730,352.213,1.536.789,490.846,-841.377,676.676,-164.701,"-70,93%","41,38%","58,48%","29,69%","-0,1390379342",7,En Riesgo,parcial
USR_317,843.789,0,843.789,531.917,168.471,700.388,0,143.401,817.627,961.028,"16,99%","0,00%","63,04%","19,97%","1,806725485",7,Saludable,sin_deuda
USR_318,492.078,0,492.078,167.432,100.822,268.254,0,223.824,0,223.824,"45,49%","0,00%","34,03%","20,49%","1,33680539",5,Saludable,sin_deuda
USR_319,533.524,209.583,743.107,294.233,206.036,500.269,0,242.838,0,242.838,"32,68%","0,00%","39,59%","27,73%","0,8253255073",7,Saludable,sin_deuda
USR_320,846.573,0,846.573,302.048,319.749,765.889,144.092,-63.408,0,-63.408,"-7,49%","17,02%","35,68%","37,77%","-0,1421257901",8,En Riesgo,total
USR_321,1.162.219,0,1.162.219,510.419,84.147,891.269,296.703,-25.753,0,-25.753,"-2,22%","25,53%","43,92%","7,24%","-0,03190719619",8,En Riesgo,parcial
USR_322,1.450.235,0,1.450.235,696.316,491.137,1.633.494,446.041,-629.300,560.055,-69.245,"-43,39%","30,76%","48,01%","33,87%","-0,06061590203",12,En Riesgo,total
USR_323,1.192.929,0,1.192.929,715.197,181.724,1.440.065,543.144,-790.280,299.237,-491.043,"-66,25%","45,53%","59,95%","15,23%","-0,3902304701",4,En Riesgo,parcial
USR_324,817.444,262.147,1.079.591,605.067,221.718,1.102.002,275.217,-297.628,0,-297.628,"-27,57%","25,49%","56,05%","20,54%","-0,3381045208",6,En Riesgo,total
USR_325,2.458.567,0,2.458.567,1.348.208,141.785,1.489.993,0,968.574,220.792,1.189.366,"39,40%","0,00%","54,84%","5,77%","0,8821828679",8,Saludable,sin_deuda
USR_326,1.520.792,61.222,1.582.014,697.589,245.791,983.123,39.743,559.148,503.579,1.062.727,"35,34%","2,51%","44,09%","15,54%","1,441314089",9,Saludable,parcial
USR_327,1.215.441,0,1.215.441,773.724,274.594,1.048.318,0,167.123,103.155,270.278,"13,75%","0,00%","63,66%","22,59%","0,3493209465",6,En Observación,sin_deuda
USR_328,1.234.555,26.289,1.260.844,615.941,87.832,1.051.236,347.463,-137.855,691.888,554.033,"-10,93%","27,56%","48,85%","6,97%","0,5750785756",11,En Riesgo,parcial
USR_329,823.698,255.535,1.079.233,746.443,239.464,985.907,0,93.326,394.494,487.820,"8,65%","0,00%","69,16%","22,19%","0,6535261232",6,En Observación,sin_deuda
USR_330,755.415,0,755.415,418.241,282.894,701.135,0,54.280,0,54.280,"7,19%","0,00%","55,37%","37,45%","0,1297816331",9,En Observación,sin_deuda
USR_331,786.159,106.229,892.388,312.787,77.537,390.324,0,502.064,0,502.064,"56,26%","0,00%","35,05%","8,69%","1,605130648",12,Saludable,sin_deuda
USR_332,1.493.925,0,1.493.925,852.241,474.402,1.326.643,0,167.282,690.372,857.654,"11,20%","0,00%","57,05%","31,76%","1,00635149",7,En Observación,sin_deuda
USR_333,0,50.749,50.749,163.125,9.814,172.939,0,-122.190,0,-122.190,"-240,77%","0,00%","321,43%","19,34%","-0,7490574713",14,En Riesgo,sin_deuda
USR_334,537.388,0,537.388,308.746,150.098,458.844,0,78.544,121.693,200.237,"14,62%","0,00%","57,45%","27,93%","0,6485492929",6,En Observación,sin_deuda
USR_335,0,595.975,595.975,195.394,84.082,294.260,14.784,286.931,1.709.750,1.996.681,"48,14%","2,48%","32,79%","14,11%","9,499952421",9,Saludable,total
USR_336,0,149.875,149.875,242.641,15.860,312.801,54.300,-217.226,627.852,410.626,"-144,94%","36,23%","161,90%","10,58%","1,382853833",8,En Riesgo,total
USR_337,2.008.596,45.126,2.053.722,1.319.095,218.027,1.651.712,114.590,287.420,1.574.848,1.862.268,"14,00%","5,58%","64,23%","10,62%","1,298938051",10,En Observación,total
USR_338,1.480.523,150.771,1.631.294,637.627,121.812,1.255.613,496.174,-120.493,278.526,158.033,"-7,39%","30,42%","39,09%","7,47%","0,1393833662",9,En Riesgo,total
USR_339,1.238.861,0,1.238.861,786.449,142.440,1.102.980,174.091,-38.210,322.274,284.064,"-3,08%","14,05%","63,48%","11,50%","0,2957336498",5,En Riesgo,total
USR_340,536.740,0,536.740,220.981,151.617,419.159,46.561,71.020,1.141.172,1.212.192,"13,23%","8,67%","41,17%","28,25%","4,530847493",7,En Observación,total
USR_341,1.165.524,0,1.165.524,649.375,417.947,1.288.627,221.305,-344.408,0,-344.408,"-29,55%","18,99%","55,72%","35,86%","-0,3955620894",10,En Riesgo,total
USR_342,1.169.282,0,1.169.282,675.448,391.644,1.067.092,0,102.190,614.268,716.458,"8,74%","0,00%","57,77%","33,49%","1,060715259",6,En Observación,sin_deuda
USR_343,473.930,116.893,590.823,298.402,171.219,469.621,0,121.202,0,121.202,"20,51%","0,00%","50,51%","28,98%","0,4061701999",7,Saludable,sin_deuda
USR_344,750.077,0,750.077,316.626,66.495,664.689,281.568,-196.180,295.951,99.771,"-26,15%","37,54%","42,21%","8,87%","0,166787029",8,En Riesgo,total
USR_345,770.611,62.753,833.364,320.893,126.018,499.199,52.288,281.877,65.881,347.758,"33,82%","6,27%","38,51%","15,12%","0,9318748811",6,Saludable,total
USR_346,1.166.984,150.205,1.317.189,412.643,208.685,1.130.271,508.943,-322.025,115.323,-206.702,"-24,45%","38,64%","31,33%","15,84%","-0,2242894315",5,En Riesgo,total
USR_347,1.164.060,403.299,1.567.359,660.765,215.488,876.253,0,691.106,472,691.578,"44,09%","0,00%","42,16%","13,75%","1,046632313",7,Saludable,sin_deuda
USR_348,32.985,0,32.985,167.469,7.595,175.064,0,-142.079,20.028,-122.051,"-430,74%","0,00%","507,71%","23,03%","-0,7287975685",4,En Riesgo,sin_deuda
USR_349,834.056,415.238,1.249.294,843.676,296.637,1.493.727,353.414,-597.847,1.892.339,1.294.492,"-47,85%","28,29%","67,53%","23,74%","1,081365645",12,En Riesgo,total
USR_350,1.193.303,174.658,1.367.961,887.098,239.270,1.126.368,0,241.593,0,241.593,"17,66%","0,00%","64,85%","17,49%","0,2723408237",12,Saludable,sin_deuda
USR_351,1.209.207,0,1.209.207,733.294,210.192,1.177.663,234.177,-202.633,544.297,341.664,"-16,76%","19,37%","60,64%","17,38%","0,3531516707",9,En Riesgo,total
USR_352,2.025.046,53.708,2.078.754,1.279.221,706.765,2.054.757,68.771,-44.774,913.485,868.711,"-2,15%","3,31%","61,54%","34,00%","0,6444481866",7,En Riesgo,total
USR_353,1.179.287,184.739,1.364.026,772.030,445.017,1.230.111,13.064,120.851,399.988,520.839,"8,86%","0,96%","56,60%","32,63%","0,6634097318",5,En Observación,total
USR_354,543.709,0,543.709,219.721,85.758,530.264,224.785,-211.340,83.113,-128.227,"-38,87%","41,34%","40,41%","15,77%","-0,2884707968",5,En Riesgo,total
USR_355,489.711,0,489.711,324.619,181.108,634.211,128.484,-272.984,0,-272.984,"-55,74%","26,24%","66,29%","36,98%","-0,6024766996",7,En Riesgo,total
USR_356,1.161.954,0,1.161.954,660.330,445.592,1.556.321,450.399,-844.766,458.460,-386.306,"-72,70%","38,76%","56,83%","38,35%","-0,3477950067",6,En Riesgo,total
USR_357,23.340,0,23.340,192.819,3.836,199.391,2.736,-178.787,656.988,478.201,"-766,01%","11,72%","826,13%","16,44%","2,44535297",7,En Riesgo,parcial
USR_358,1.222.101,0,1.222.101,420.886,212.705,844.455,210.864,166.782,734.287,901.069,"13,65%","17,25%","34,44%","17,40%","1,426306292",9,En Observación,total
USR_359,2.021.520,0,2.021.520,967.949,458.828,1.426.777,0,594.743,0,594.743,"29,42%","0,00%","47,88%","22,70%","0,6144362978",8,Saludable,sin_deuda
USR_360,1.237.062,0,1.237.062,598.915,469.332,1.068.247,0,168.815,426.146,594.961,"13,65%","0,00%","48,41%","37,94%","0,9933980615",6,En Observación,sin_deuda
USR_361,768.574,0,768.574,496.365,274.159,770.524,0,-1.950,209.003,207.053,"-0,25%","0,00%","64,58%","35,67%","0,4171385976",9,En Riesgo,sin_deuda
USR_362,1.159.184,207.735,1.366.919,708.965,117.417,1.464.190,637.808,-735.079,0,-735.079,"-53,78%","46,66%","51,87%","8,59%","-0,5458076454",8,En Riesgo,total
USR_363,1.169.096,0,1.169.096,528.619,219.154,902.968,155.195,110.933,35.448,146.381,"9,49%","13,27%","45,22%","18,75%","0,2140655207",5,En Observación,parcial
USR_364,1.217.728,212.986,1.430.714,988.223,348.636,1.774.274,437.415,-780.975,1.138.446,357.471,"-54,59%","30,57%","69,07%","24,37%","0,2507445789",9,En Riesgo,parcial
USR_365,1.984.016,0,1.984.016,683.073,448.579,1.131.652,0,852.364,63.565,915.929,"42,96%","0,00%","34,43%","22,61%","1,340894751",6,Saludable,sin_deuda
USR_366,761.246,0,761.246,357.039,89.714,446.753,0,314.493,198.632,513.125,"41,31%","0,00%","46,90%","11,79%","1,437167928",8,Saludable,sin_deuda
USR_367,2.495.558,0,2.495.558,790.617,874.907,2.723.777,1.058.253,-1.286.472,845.718,-440.754,"-51,55%","42,41%","31,68%","35,06%","-0,2383910172",6,En Riesgo,parcial
USR_368,1.968.381,0,1.968.381,1.173.080,564.786,1.737.866,0,230.515,454.797,685.312,"11,71%","0,00%","59,60%","28,69%","0,5841988611",7,En Observación,sin_deuda
USR_369,486.455,0,486.455,324.578,166.984,706.783,215.221,-435.549,250.137,-185.412,"-89,54%","44,24%","66,72%","34,33%","-0,3434834077",8,En Riesgo,total
USR_370,542.263,172.468,714.731,294.480,250.561,809.158,264.117,-358.544,0,-358.544,"-50,16%","36,95%","41,20%","35,06%","-0,6418652445",5,En Riesgo,total
USR_371,454.018,0,454.018,292.086,141.619,496.692,62.987,-105.661,0,-105.661,"-23,27%","13,87%","64,33%","31,19%","-0,2975754282",8,En Riesgo,parcial
USR_372,0,47.954,47.954,103.510,9.769,113.279,0,-65.325,207.761,142.436,"-136,22%","0,00%","215,85%","20,37%","1,376060284",5,En Riesgo,sin_deuda
USR_373,517.506,877.729,1.395.235,926.866,367.911,1.294.777,0,100.458,1.018.765,1.119.223,"7,20%","0,00%","66,43%","26,37%","1,207534854",9,En Observación,sin_deuda
USR_374,1.191.157,0,1.191.157,716.582,126.415,842.997,0,348.160,0,348.160,"29,23%","0,00%","60,16%","10,61%","0,4858620507",11,Saludable,sin_deuda
USR_375,504.917,0,504.917,314.040,144.293,639.106,180.773,-314.962,749.840,434.878,"-62,38%","35,80%","62,20%","28,58%","0,878873433",8,En Riesgo,total
USR_376,842.738,26.802,869.540,267.125,98.031,672.211,307.055,-109.726,940.452,830.726,"-12,62%","35,31%","30,72%","11,27%","1,446804138",6,En Riesgo,total
USR_377,1.546.646,0,1.546.646,1.059.645,452.985,1.512.630,0,34.016,0,34.016,"2,20%","0,00%","68,51%","29,29%","0,03210131695",11,En Observación,sin_deuda
USR_378,33.122,0,33.122,100.271,4.318,120.986,16.397,-104.261,281.364,177.103,"-314,78%","49,50%","302,73%","13,04%","1,518008366",7,En Riesgo,parcial
USR_379,1.474.519,37.417,1.511.936,637.886,137.802,1.011.459,235.771,264.706,0,264.706,"17,51%","15,59%","42,19%","9,11%","0,3029861834",10,Saludable,parcial
USR_380,846.809,0,846.809,534.978,91.328,626.306,0,220.503,613.116,833.619,"26,04%","0,00%","63,18%","10,78%","1,558230432",8,Saludable,sin_deuda
USR_381,537.487,171.149,708.636,292.389,35.926,356.285,27.970,324.381,383.233,707.614,"45,78%","3,95%","41,26%","5,07%","2,208815735",9,Saludable,parcial
USR_382,1.206.819,159.419,1.366.238,886.827,412.001,1.601.312,302.484,-537.558,504.372,-33.186,"-39,35%","22,14%","64,91%","30,16%","-0,02790355088",7,En Riesgo,parcial
USR_383,1.230.910,0,1.230.910,424.704,377.077,801.781,0,429.129,0,429.129,"34,86%","0,00%","34,50%","30,63%","1,010419021",7,Saludable,sin_deuda
USR_384,2.021.324,0,2.021.324,1.175.348,465.363,1.640.711,0,380.613,118.967,499.580,"18,83%","0,00%","58,15%","23,02%","0,4250485814",12,Saludable,sin_deuda
USR_385,1.455.408,0,1.455.408,751.397,154.967,1.513.685,607.321,-665.598,21.191,-644.407,"-45,73%","41,73%","51,63%","10,65%","-0,4742757511",3,En Riesgo,parcial
USR_386,1.509.379,0,1.509.379,511.097,119.609,1.336.706,706.000,-533.327,194.354,-338.973,"-35,33%","46,77%","33,86%","7,92%","-0,2785094368",6,En Riesgo,total
USR_387,775.053,0,775.053,307.508,43.942,423.426,71.976,279.651,0,279.651,"36,08%","9,29%","39,68%","5,67%","0,7369243499",9,Saludable,parcial
USR_388,459.446,81.639,541.085,165.010,58.444,324.233,100.779,116.073,975.735,1.091.808,"21,45%","18,63%","30,50%","10,80%","4,107799796",8,Saludable,total
USR_389,1.450.922,0,1.450.922,707.335,524.943,1.905.963,673.685,-1.128.726,549.697,-579.029,"-77,79%","46,43%","48,75%","36,18%","-0,419276332",8,En Riesgo,total
USR_390,1.548.723,0,1.548.723,651.247,208.362,859.609,0,689.114,285.816,974.930,"44,50%","0,00%","42,05%","13,45%","1,497020332",7,Saludable,sin_deuda
USR_391,2.501.356,48.075,2.549.431,1.375.018,443.588,1.936.339,117.733,495.359,1.530.083,2.025.442,"19,43%","4,62%","53,93%","17,40%","1,35685188",9,Saludable,parcial
USR_392,760.789,620.066,1.380.855,578.433,119.956,810.784,112.395,457.676,635.137,1.092.813,"33,14%","8,14%","41,89%","8,69%","1,58188869",11,Saludable,total
USR_393,847.720,78.976,926.696,389.182,118.456,507.638,0,419.058,1.330.811,1.749.869,"45,22%","0,00%","42,00%","12,78%","4,496274237",8,Saludable,sin_deuda
USR_394,1.516.656,0,1.516.656,905.864,351.453,1.371.424,114.107,31.125,0,31.125,"2,05%","7,52%","59,73%","23,17%","0,03051557348",7,En Observación,total
USR_395,794.028,39.196,833.224,266.013,218.899,888.224,403.312,-458.312,149.813,-308.499,"-55,00%","48,40%","31,93%","26,27%","-0,4609106189",8,En Riesgo,total
USR_396,2.014.484,0,2.014.484,1.331.892,273.715,1.605.607,0,408.877,0,408.877,"20,30%","0,00%","66,12%","13,59%","0,3069896058",15,Saludable,sin_deuda
USR_397,1.982.154,0,1.982.154,1.270.373,139.160,1.906.576,497.043,-421.465,647.468,226.003,"-21,26%","25,08%","64,09%","7,02%","0,1278719894",14,En Riesgo,parcial
USR_398,832.870,0,832.870,472.339,155.631,627.970,0,204.900,0,204.900,"24,60%","0,00%","56,71%","18,69%","0,4337986065",10,Saludable,sin_deuda
USR_399,1.452.336,68.955,1.521.291,817.372,200.767,1.018.139,0,503.152,180.324,683.476,"33,07%","0,00%","53,73%","13,20%","0,8361871951",6,Saludable,sin_deuda
USR_400,1.517.779,0,1.517.779,997.061,192.521,1.189.582,0,328.197,0,328.197,"21,62%","0,00%","65,69%","12,68%","0,3291644142",13,Saludable,sin_deuda
USR_401,469.029,0,469.029,175.479,181.023,532.664,176.162,-239.797,415.534,175.737,"-51,13%","37,56%","37,41%","38,60%","0,4997625419",4,En Riesgo,total
USR_402,2.009.201,0,2.009.201,666.226,533.855,1.957.417,757.336,-705.552,458.875,-246.677,"-35,12%","37,69%","33,16%","26,57%","-0,173281529",4,En Riesgo,parcial
USR_403,1.182.265,0,1.182.265,467.945,289.546,757.491,0,424.774,0,424.774,"35,93%","0,00%","39,58%","24,49%","0,9077434314",7,Saludable,sin_deuda
USR_404,1.493.872,304.453,1.798.325,1.111.061,351.611,2.275.838,813.166,-1.290.679,0,-1.290.679,"-71,77%","45,22%","61,78%","19,55%","-0,6707519435",10,En Riesgo,total
USR_405,796.197,224.817,1.021.014,320.464,204.336,524.800,0,496.214,0,496.214,"48,60%","0,00%","31,39%","20,01%","1,548423536",13,Saludable,sin_deuda
USR_406,2.005.180,221.054,2.226.234,1.186.856,532.775,2.562.314,842.683,-1.178.763,1.750.269,571.506,"-52,95%","37,85%","53,31%","23,93%","0,2815939975",6,En Riesgo,parcial
USR_407,773.710,0,773.710,540.185,227.278,788.974,21.511,-36.775,650.299,613.524,"-4,75%","2,78%","69,82%","29,38%","1,092270552",10,En Riesgo,parcial
USR_408,0,486.900,486.900,224.483,0,224.483,0,262.417,1.279.409,1.541.826,"53,90%","0,00%","46,10%","0,00%","6,868341923",5,Saludable,sin_deuda
USR_409,2.021.907,0,2.021.907,1.028.298,222.598,1.465.670,214.774,341.463,0,341.463,"16,89%","10,62%","50,86%","11,01%","0,2746928577",11,Saludable,total
USR_410,521.895,0,521.895,169.854,117.447,287.301,0,234.594,447.897,682.491,"44,95%","0,00%","32,55%","22,50%","4,018103783",6,Saludable,sin_deuda
USR_411,814.435,0,814.435,515.170,158.151,673.321,0,141.114,106.611,247.725,"17,33%","0,00%","63,25%","19,42%","0,4808606868",8,Saludable,sin_deuda
USR_412,2.490.631,380.457,2.871.088,1.549.214,1.018.330,3.145.216,577.672,-851.800,549.335,-302.465,"-29,67%","20,12%","53,96%","35,47%","-0,1422102548",4,En Riesgo,total
USR_413,2.470.103,0,2.470.103,854.589,669.390,2.616.489,1.092.510,-1.238.896,488.259,-750.637,"-50,16%","44,23%","34,60%","27,10%","-0,3855155798",8,En Riesgo,total
USR_414,1.214.772,0,1.214.772,410.038,287.143,697.181,0,517.591,0,517.591,"42,61%","0,00%","33,75%","23,64%","1,26230008",9,Saludable,sin_deuda
USR_415,1.164.382,0,1.164.382,772.976,105.246,878.222,0,286.160,0,286.160,"24,58%","0,00%","66,39%","9,04%","0,3702055433",11,Saludable,sin_deuda
USR_416,834.291,0,834.291,473.610,218.562,692.172,0,142.119,0,142.119,"17,03%","0,00%","56,77%","26,20%","0,3000760119",8,Saludable,sin_deuda
USR_417,753.756,0,753.756,476.159,68.608,805.211,260.444,-311.899,0,-311.899,"-41,38%","34,55%","63,17%","9,10%","-0,4234289027",8,En Riesgo,parcial
USR_418,770.609,173.547,944.156,615.204,158.639,773.843,0,170.313,0,170.313,"18,04%","0,00%","65,16%","16,80%","0,2768398775",9,Saludable,sin_deuda
USR_419,1.166.478,84.398,1.250.876,661.349,125.081,905.645,119.215,226.016,0,226.016,"18,07%","9,53%","52,87%","10,00%","0,2895547322",13,Saludable,total
USR_420,1.489.666,33.570,1.523.236,772.248,445.129,1.357.996,140.619,24.621,817.825,842.446,"1,62%","9,23%","50,70%","29,22%","0,9228573275",10,En Observación,parcial
USR_421,1.525.683,0,1.525.683,720.383,186.421,1.167.778,260.974,96.931,102.760,199.691,"6,35%","17,11%","47,22%","12,22%","0,2034845627",9,En Observación,total
USR_422,1.549.097,0,1.549.097,661.122,289.915,951.037,0,598.060,44.397,642.457,"38,61%","0,00%","42,68%","18,72%","0,9717676919",8,Saludable,sin_deuda
USR_423,521.315,0,521.315,247.019,189.491,653.103,216.593,-348.381,286.569,-61.812,"-66,83%","41,55%","47,38%","36,35%","-0,1333270062",7,En Riesgo,parcial
USR_424,1.227.834,0,1.227.834,748.429,149.195,897.624,0,330.210,536.922,867.132,"26,89%","0,00%","60,96%","12,15%","1,158602887",12,Saludable,sin_deuda
USR_425,464.153,239.596,703.749,380.566,160.266,799.434,258.602,-354.287,0,-354.287,"-50,34%","36,75%","54,08%","22,77%","-0,5542940197",2,En Riesgo,parcial
USR_426,1.226.325,0,1.226.325,805.707,241.273,1.372.848,325.868,-472.391,162.003,-310.388,"-38,52%","26,57%","65,70%","19,67%","-0,2742973289",6,En Riesgo,parcial
USR_427,762.999,0,762.999,364.219,42.990,407.209,0,355.790,0,355.790,"46,63%","0,00%","47,74%","5,63%","0,9768573303",6,Saludable,sin_deuda
USR_428,2.005.318,0,2.005.318,1.088.558,656.672,2.239.360,494.130,-728.172,213.091,-515.081,"-36,31%","24,64%","54,28%","32,75%","-0,3254469611",6,En Riesgo,parcial
USR_429,750.814,0,750.814,414.842,55.685,583.127,112.600,55.087,1.350.545,1.405.632,"7,34%","15,00%","55,25%","7,42%","2,664998237",13,En Observación,total
USR_430,526.077,74.759,600.836,322.456,129.774,631.304,179.074,-209.542,1.279.676,1.070.134,"-34,88%","29,80%","53,67%","21,60%","2,133738759",6,En Riesgo,total
USR_431,540.474,0,540.474,314.044,133.085,447.129,0,93.345,0,93.345,"17,27%","0,00%","58,11%","24,62%","0,2972354192",6,Saludable,sin_deuda
USR_432,1.452.443,0,1.452.443,573.676,392.086,1.085.157,119.395,247.891,0,247.891,"17,07%","8,22%","39,50%","26,99%","0,3576704263",9,Saludable,parcial
USR_433,1.225.993,0,1.225.993,619.060,356.790,1.047.315,71.465,107.213,668.052,775.265,"8,74%","5,83%","50,49%","29,10%","1,122718222",8,En Observación,parcial
USR_434,525.916,0,525.916,179.700,72.916,396.374,143.758,-14.216,0,-14.216,"-2,70%","27,33%","34,17%","13,86%","-0,04395006461",14,En Riesgo,total
USR_435,523.319,295.048,818.367,371.379,43.777,784.409,369.253,-335.295,321.959,-13.336,"-40,97%","45,12%","45,38%","5,35%","-0,01800624332",6,En Riesgo,total
USR_436,1.467.368,227.018,1.694.386,838.834,513.747,1.352.581,0,341.805,204.980,546.785,"20,17%","0,00%","49,51%","30,32%","0,6518393389",4,Saludable,sin_deuda
USR_437,465.328,6.064,471.392,264.399,111.946,549.110,172.765,-250.483,1.266.225,1.015.742,"-53,14%","36,65%","56,09%","23,75%","2,323480433",9,En Riesgo,total
USR_438,1.506.942,98.235,1.605.177,1.091.861,550.000,2.170.495,528.634,-1.093.952,6.038,-1.087.914,"-68,15%","32,93%","68,02%","34,26%","-0,6713467181",7,En Riesgo,total
USR_439,1.541.751,0,1.541.751,832.947,520.319,2.071.379,718.113,-1.247.741,402.391,-845.350,"-80,93%","46,58%","54,03%","33,75%","-0,5450143773",8,En Riesgo,total
USR_440,549.131,41.570,590.701,352.907,203.889,799.273,242.477,-451.049,0,-451.049,"-76,36%","41,05%","59,74%","34,52%","-0,7575766228",8,En Riesgo,total
USR_441,477.306,0,477.306,239.849,104.904,344.753,0,132.553,331.812,464.365,"27,77%","0,00%","50,25%","21,98%","1,936072279",10,Saludable,sin_deuda
USR_442,2.535.451,0,2.535.451,1.403.731,422.837,1.826.568,0,708.883,44.636,753.519,"27,96%","0,00%","55,36%","16,68%","0,5367972924",6,Saludable,sin_deuda
USR_443,789.915,103.639,893.554,293.419,292.233,585.652,0,307.902,1.796.083,2.103.985,"34,46%","0,00%","32,84%","32,70%","7,170582",4,Saludable,sin_deuda
USR_444,787.219,0,787.219,316.270,163.705,479.975,0,307.244,0,307.244,"39,03%","0,00%","40,18%","20,80%","0,9714610934",10,Saludable,sin_deuda
USR_445,1.530.879,181.833,1.712.712,761.714,195.600,1.237.167,279.853,195.692,476.200,671.892,"11,43%","16,34%","44,47%","11,42%","0,6450780411",10,En Observación,parcial
USR_446,2.014.644,0,2.014.644,985.156,703.596,1.688.752,0,325.892,134.993,460.885,"16,18%","0,00%","48,90%","34,92%","0,4678294605",5,Saludable,sin_deuda
USR_447,2.510.279,1.473,2.511.752,799.389,901.458,1.700.847,0,810.905,330.338,1.141.243,"32,28%","0,00%","31,83%","35,89%","1,427644113",7,Saludable,sin_deuda
USR_448,1.503.028,59.281,1.562.309,556.197,333.097,1.514.984,625.690,-578.365,280.314,-298.051,"-37,02%","40,05%","35,60%","21,32%","-0,2521823152",8,En Riesgo,total
USR_449,750.126,109.382,859.508,353.022,65.748,463.660,44.890,350.958,0,350.958,"40,83%","5,22%","41,07%","7,65%","0,881999035",4,Saludable,total
USR_450,502.329,13.795,516.124,355.410,95.864,600.139,148.865,-232.880,56.114,-176.766,"-45,12%","28,84%","68,86%","18,57%","-0,3505349264",7,En Riesgo,total
USR_451,1.477.632,64.762,1.542.394,667.145,510.900,1.535.866,357.821,-351.293,908.454,557.161,"-22,78%","23,20%","43,25%","33,12%","0,5435897386",12,En Riesgo,total
USR_452,1.215.310,0,1.215.310,598.925,444.343,1.043.268,0,172.042,137.100,309.142,"14,16%","0,00%","49,28%","36,56%","0,5161614559",8,En Observación,sin_deuda
USR_453,805.176,0,805.176,304.710,97.600,797.075,394.765,-386.664,108.431,-278.233,"-48,02%","49,03%","37,84%","12,12%","-0,3977740448",6,En Riesgo,parcial
USR_454,2.036.066,0,2.036.066,1.108.255,149.530,1.476.352,218.567,341.147,0,341.147,"16,76%","10,73%","54,43%","7,34%","0,2571158754",5,Saludable,parcial
USR_455,494.327,21.358,515.685,212.603,184.137,396.740,0,118.945,732.122,851.067,"23,07%","0,00%","41,23%","35,71%","4,00308086",8,Saludable,sin_deuda
USR_456,1.218.904,0,1.218.904,466.593,227.072,1.056.196,362.531,-199.823,31.974,-167.849,"-16,39%","29,74%","38,28%","18,63%","-0,2024413719",9,En Riesgo,total
USR_457,0,175.419,175.419,151.908,42.033,258.747,64.806,-148.134,429.965,281.831,"-84,45%","36,94%","86,60%","23,96%","1,300474358",4,En Riesgo,parcial
USR_458,1.197.882,0,1.197.882,362.003,465.764,827.767,0,370.115,63.468,433.583,"30,90%","0,00%","30,22%","38,88%","1,197733168",9,Saludable,sin_deuda
USR_459,463.718,0,463.718,140.537,33.989,174.526,0,289.192,18.571,307.763,"62,36%","0,00%","30,31%","7,33%","2,189907284",6,Saludable,sin_deuda
USR_460,484.560,27.495,512.055,198.487,141.794,340.281,0,171.774,27.093,198.867,"33,55%","0,00%","38,76%","27,69%","1,001914483",11,Saludable,sin_deuda
USR_461,526.589,0,526.589,165.712,39.988,205.700,0,320.889,0,320.889,"60,94%","0,00%","31,47%","7,59%","1,936425847",9,Saludable,sin_deuda
USR_462,1.172.116,0,1.172.116,402.282,212.638,716.029,101.109,354.978,62.766,417.744,"30,29%","8,63%","34,32%","18,14%","0,8298598902",8,Saludable,parcial
USR_463,1.486.244,0,1.486.244,647.325,492.445,1.561.844,422.074,-497.674,23.101,-474.573,"-33,49%","28,40%","43,55%","33,13%","-0,443775429",8,En Riesgo,parcial
USR_464,1.151.645,4.814,1.156.459,718.201,233.275,951.476,0,204.983,288.038,493.021,"17,73%","0,00%","62,10%","20,17%","0,686466602",7,Saludable,sin_deuda
USR_465,2.497.523,412.829,2.910.352,1.539.051,1.161.271,4.065.737,1.365.415,-2.520.800,928.929,-1.591.871,"-86,61%","46,92%","52,88%","39,90%","-0,5480769959",7,En Riesgo,total
USR_466,769.256,0,769.256,388.526,188.984,892.420,314.910,-438.074,152.182,-285.892,"-56,95%","40,94%","50,51%","24,57%","-0,4064221905",7,En Riesgo,parcial
USR_467,803.173,0,803.173,335.241,130.441,860.669,394.987,-452.483,273.842,-178.641,"-56,34%","49,18%","41,74%","16,24%","-0,2446372914",7,En Riesgo,total
