id_cliente,ingreso_mensual_fijo,ingreso_mensual_variable,ingreso_mensual,gastos_esenciales_mensuales,gastos_no_esenciales_mensuales,gastos_totales_del_mes,cuotas_mensuales_deuda,ahorro_mensual,ahorro_total,ratio_ahorro_neto,ratio_endeudamiento_dti,gastos_esenciales_ratio,gastos_estilo_vida_ratio,meses_supervivencia,frecuencia_transacciones_ocio,perfil_financiero
368,1564794.79,244280.78,1809075.57,386923.23,142834.45,529757.68,905868.47,373449.42,12153565.02,2.064,5.007,2.139,79,31.41,36,En Riesgo
369,850311.28,0.0,850311.28,319928.06,207009.95,526938.01,170869.3,152503.97,5295237.97,1.794,2.009,3.762,2.435,16.55,30,En Observación
370,555790.26,380197.08,935987.34,698732.16,300232.16,998964.32,32281.75,-95258.73,0.0,-1.018,345,7.465,3.208,0.0,15,Saludable
371,932037.08,449272.88,1381309.96,490635.4,375468.5,866103.9,272229.83,242976.23,1553339.95,1.759,1.971,3.552,2.718,3.17,12,Saludable
372,1397798.55,441257.44,1839055.99,1238871.79,244063.79,1482935.58,55934.86,300185.55,1300730.71,1.632,304,6.736,1.327,01.05,31,Saludable
373,1650419.35,0.0,1650419.35,783758.36,110421.72,894180.08,698267.83,57971.44,2025316.09,351,4.231,4.749,669,2.58,31,En Riesgo
374,702318.1,0.0,702318.1,320734.76,146891.09,467625.85,79028.63,155663.62,1734035.31,2.216,1.125,4.567,2.092,5.41,22,Saludable
375,1166177.23,0.0,1166177.23,297235.51,513821.04,811056.55,122141.54,232979.14,1454598.06,1.998,1.047,2.549,4.406,4.89,20,Saludable
376,1095525.12,0.0,1095525.12,287346.89,169959.34,457306.23,44271.52,593947.37,6138528.46,5.422,404,2.623,1.551,21.36,23,Saludable
377,1103171.57,0.0,1103171.57,463814.58,307303.76,771118.34,278994.06,53059.17,1228431.62,481,2.529,4.204,2.786,2.65,24,En Observación
378,731339.07,0.0,731339.07,433775.64,174932.51,608708.15,243987.82,-121356.9,0.0,-1.659,3.336,5.931,2.392,0.0,20,En Observación
379,2027732.46,337283.07,2365015.53,1160514.8,495141.45,1655656.25,244971.8,464387.48,7422277.31,1.964,1.036,4.907,2.094,6.4,21,Saludable
380,871492.07,334494.89,1205986.96,767019.2,226310.82,993330.02,244409.63,-31752.69,0.0,-263,2.027,636,1.877,0.0,34,En Observación
381,683985.44,0.0,683985.44,248331.46,218380.91,466712.37,50015.79,167257.28,1498436.02,2.445,731,3.631,3.193,06.03,9,Saludable
382,2210166.83,0.0,2210166.83,1562897.37,483422.27,2046319.64,202996.13,-39148.94,0.0,-177,918,7.071,2.187,0.0,18,Saludable
383,1862953.67,0.0,1862953.67,721472.02,754639.17,1476111.19,218237.77,168604.71,1231519.21,905,1.171,3.873,4.051,1.71,1,Saludable
384,575087.8,150988.21,726076.01,432977.43,254051.02,687028.45,235167.62,-196120.06,0.0,-2.701,3.239,5.963,3.499,0.0,25,En Observación
385,1452762.14,0.0,1452762.14,308504.27,431820.28,740324.55,18372.63,694064.96,12879530.17,4.778,126,2.124,2.972,41.75,8,Saludable
386,588809.64,0.0,588809.64,98415.28,185722.13,284137.41,246734.02,57938.21,614702.84,984,419,1.671,3.154,6.25,28,En Riesgo
387,597252.8,0.0,597252.8,282842.53,171012.81,453855.34,40900.78,102496.68,1842331.68,1.716,685,4.736,2.863,6.51,22,Saludable
388,1359633.7,53732.41,1413366.11,473083.19,303706.26,776789.45,214242.8,422333.86,1156529.87,2.988,1.516,3.347,2.149,2.44,34,Saludable
389,318297.64,0.0,318297.64,228593.25,76654.61,305247.86,436.03,12613.75,2085.5,396,14,7.182,2.408,0.01,26,Saludable
390,2240756.55,0.0,2240756.55,672087.3,752838.61,1424925.91,217126.22,598704.42,10309839.17,2.672,969,2.999,336,15.34,39,Saludable
391,2076664.87,0.0,2076664.87,666206.78,720957.31,1387164.09,251943.68,437557.1,3983310.69,2.107,1.213,3.208,3.472,5.98,39,Saludable
392,1296087.91,0.0,1296087.91,577015.24,231037.38,808052.62,395997.27,92038.02,385617.14,71,3.055,4.452,1.783,0.67,28,En Observación
393,1899635.55,90410.22,1990045.77,887854.41,371671.18,1259525.59,93007.78,637512.4,10847704.32,3.204,467,4.461,1.868,12.22,9,Saludable
394,423284.36,0.0,423284.36,81622.27,100766.53,182388.8,116924.22,123971.34,539591.98,2.929,2.762,1.928,2.381,6.61,15,En Observación
395,1146555.38,0.0,1146555.38,342014.39,513443.74,855458.13,298446.55,-7349.3,0.0,-64,2.603,2.983,4.478,0.0,19,En Observación
396,2359673.54,436942.25,2796615.79,1669117.48,754616.37,2423733.85,51237.43,321644.51,542833.95,115,183,5.968,2.698,0.33,7,Saludable
397,819124.84,0.0,819124.84,130274.13,301238.2,431512.33,295517.58,92094.93,1775621.25,1.124,3.608,159,3.678,13.63,38,En Riesgo
398,640982.27,0.0,640982.27,191803.27,160224.85,352028.12,128685.73,160268.42,214806.87,0.25,2.008,2.992,0.25,1.12,9,En Observación
399,1842921.91,0.0,1842921.91,415572.39,263666.57,679238.96,494426.97,669255.98,5006749.4,3.631,2.683,2.255,1.431,12.05,24,En Observación
400,1087968.49,539197.83,1627166.32,717875.32,366112.42,1083987.74,71932.45,471246.13,5657217.93,2.896,442,4.412,225,7.88,17,Saludable
401,2208856.05,0.0,2208856.05,1471841.45,252113.01,1723954.46,175980.92,308920.67,5041424.87,1.399,797,6.663,1.141,3.43,32,Saludable
402,1133895.85,11231.91,1145127.76,760476.57,412711.63,1173188.2,41016.17,-69076.61,0.0,-603,358,6.641,3.604,0.0,31,Saludable
403,1984615.01,169877.45,2154492.46,852926.33,385243.98,1238170.31,669927.18,246394.97,519969.35,1.144,3.109,3.959,1.788,0.61,6,En Observación
404,1367814.63,342607.31,1710421.94,1114818.33,535650.28,1650468.61,134906.46,-74953.13,0.0,-438,789,6.518,3.132,0.0,13,Saludable
405,1742648.6,0.0,1742648.6,1131408.71,413397.47,1544806.18,846699.56,-648857.14,0.0,-3.723,4.859,6.492,2.372,0.0,3,En Riesgo
406,2112014.53,24391.89,2136406.42,410687.55,366525.77,777213.32,628291.52,730901.58,6582170.7,3.421,2.941,1.922,1.716,16.03,33,En Observación
407,1745128.33,0.0,1745128.33,1253878.21,477064.67,1730942.88,457077.48,-442892.03,0.0,-2.538,2.619,7.185,2.734,0.0,27,En Observación
408,2242212.84,108237.92,2350450.76,918871.83,434845.49,1353717.32,55767.9,940965.54,12728934.15,4.003,237,3.909,185,13.85,20,Saludable
409,2158678.83,0.0,2158678.83,1143979.96,821295.24,1965275.2,104734.0,88669.63,1703939.7,411,485,5.299,3.805,1.49,23,Saludable
410,2415633.91,0.0,2415633.91,937880.34,822584.49,1760464.83,1037278.85,-382109.77,0.0,-1.582,4.294,3.883,3.405,0.0,14,En Riesgo
411,772610.19,462913.84,1235524.03,884646.01,468183.28,1352829.29,280081.84,-397387.1,0.0,-3.216,2.267,716,3.789,0.0,9,En Observación
412,604498.03,349293.42,953791.45,276405.41,357127.84,633533.25,200267.34,119990.86,3168181.41,1.258,0.21,2.898,3.744,11.46,11,En Observación
413,1374208.08,0.0,1374208.08,785646.77,519184.2,1304830.97,338519.94,-269142.83,0.0,-1.959,2.463,5.717,3.778,0.0,21,En Observación
414,1065446.46,0.0,1065446.46,426085.92,423123.35,849209.27,196050.3,20186.89,8307.0,189,184,3.999,3.971,0.02,24,Saludable
415,419081.49,0.0,419081.49,143154.01,115651.89,258805.9,106725.51,53550.08,2257159.52,1.278,2.547,3.416,276,15.77,38,En Observación
416,1565560.68,259161.4,1824722.08,1134650.47,199268.7,1333919.17,92012.02,398790.89,2482811.15,2.185,504,6.218,1.092,2.19,27,Saludable
417,2002415.3,80922.46,2083337.76,1011622.37,510718.67,1522341.04,373781.83,187214.89,604901.97,899,1.794,4.856,2.451,0.6,27,Saludable
418,1011505.61,0.0,1011505.61,206101.14,322365.85,528466.99,204573.14,278465.48,139372.97,2.753,2.022,2.038,3.187,0.68,22,En Observación
419,1655686.19,0.0,1655686.19,687649.63,179356.16,867005.79,11145.47,777534.93,22641330.87,4.696,67,4.153,1.083,32.93,7,Saludable
420,1927079.59,372601.47,2299681.06,548718.27,880727.03,1429445.3,99237.59,770998.17,7829851.15,3.353,432,2.386,383,14.27,34,Saludable
421,766125.69,0.0,766125.69,459838.67,206486.21,666324.88,228953.08,-129152.27,0.0,-1.686,2.988,6.002,2.695,0.0,33,En Observación
422,395660.42,170408.12,566068.54,352951.15,168227.59,521178.74,4507.48,40382.32,420797.91,713,8,6.235,2.972,1.19,23,Saludable
423,2201421.0,520446.27,2721867.27,1468846.65,387777.48,1856624.13,155432.72,709810.42,17240724.07,2.608,571,5.396,1.425,11.74,11,Saludable
424,737525.44,0.0,737525.44,358741.61,247061.93,605803.54,4397.76,127324.14,1080030.31,1.726,6,4.864,335,03.01,22,Saludable
425,1081831.89,597596.65,1679428.54,1237995.27,269298.57,1507293.84,666384.9,-494250.2,0.0,-2.943,3.968,7.372,1.604,0.0,17,En Riesgo
426,796281.93,235707.96,1031989.89,239789.46,352895.0,592684.46,259751.07,179554.36,2200206.19,174,2.517,2.324,342,9.18,27,En Observación
427,2435181.78,0.0,2435181.78,846398.18,649934.19,1496332.37,415896.12,522953.29,9387944.79,2.147,1.708,3.476,2.669,11.09,33,Saludable
428,2301037.97,0.0,2301037.97,1600144.7,823817.61,2423962.31,226502.13,-349426.47,0.0,-1.519,984,6.954,358,0.0,11,Saludable
429,998714.7,0.0,998714.7,585494.22,355716.21,941210.43,131850.1,-74345.83,0.0,-744,132,5.862,3.562,0.0,17,Saludable
430,634305.52,78927.53,713233.05,118196.22,316948.1,435144.32,171775.53,106313.2,285876.88,1.491,2.408,1.657,4.444,2.42,5,En Observación
431,1813910.83,0.0,1813910.83,818789.83,529452.83,1348242.66,193730.88,271937.29,638016.44,1.499,1.068,4.514,2.919,0.78,2,Saludable
432,1198896.15,0.0,1198896.15,845534.76,515620.32,1361155.08,40022.91,-202281.84,0.0,-1.687,334,7.053,4.301,0.0,28,Saludable
433,2207683.81,0.0,2207683.81,761512.66,514430.0,1275942.66,465225.24,466515.91,3715439.17,2.113,2.107,3.449,233,4.88,39,En Observación
434,2366106.09,0.0,2366106.09,1116081.91,725347.64,1841429.55,249900.75,274775.79,9464277.63,1.161,1.056,4.717,3.066,8.48,15,Saludable
435,1441145.84,441102.05,1882247.89,912176.05,482703.74,1394879.79,178055.54,309312.56,3543416.67,1.643,946,4.846,2.565,3.88,29,Saludable
436,666270.52,551419.69,1217690.21,686742.91,501043.31,1187786.22,84674.33,-54770.34,0.0,-45,695,564,4.115,0.0,34,Saludable
437,597674.68,0.0,597674.68,251341.04,72648.21,323989.25,52922.49,220762.94,1833578.45,3.694,885,4.205,1.216,7.3,10,Saludable
438,1880424.38,68498.96,1948923.34,817844.34,380385.7,1198230.04,153131.97,597561.33,13092599.04,3.066,786,4.196,1.952,16.01,24,Saludable
439,396593.38,201115.88,597709.26,402128.77,236136.39,638265.16,14535.46,-55091.36,0.0,-922,243,6.728,3.951,0.0,28,Saludable
440,935317.18,539125.15,1474442.33,1070828.97,75805.74,1146634.71,169279.8,158527.82,3903953.31,1.075,1.148,7.263,514,3.65,31,Saludable
441,823332.38,0.0,823332.38,358501.31,176242.98,534744.29,9806.5,278781.59,4987203.05,3.386,119,4.354,2.141,13.91,13,Saludable
442,407621.36,391966.13,799587.49,137555.14,313063.86,450619.0,299533.78,49434.71,58922.38,618,3.746,172,3.915,0.43,11,En Riesgo
443,654937.5,396554.77,1051492.27,599253.95,293274.9,892528.85,88668.75,70294.67,89940.76,669,843,5.699,2.789,0.15,20,Saludable
444,1110852.74,40600.01,1151452.75,467943.84,311109.21,779053.05,50577.45,321822.25,4715112.72,2.795,439,4.064,2.702,10.08,13,Saludable
445,1646518.24,437837.11,2084355.35,1099262.25,927279.06,2026541.31,1111947.13,-1054133.09,0.0,-5.057,5.335,5.274,4.449,0.0,20,En Riesgo
446,871252.09,0.0,871252.09,456489.47,366659.6,823149.07,80280.21,-32177.19,0.0,-369,921,5.239,4.208,0.0,14,Saludable
447,1858891.55,0.0,1858891.55,280596.98,110780.12,391377.1,311715.4,1155799.05,27959245.23,6.218,1.677,1.509,596,99.64,21,Saludable
448,1069230.1,0.0,1069230.1,296607.38,327448.86,624056.24,110668.05,334505.81,6559087.85,3.128,1.035,2.774,3.062,22.11,7,Saludable
449,1808838.74,434637.99,2243476.73,1165701.55,138303.5,1304005.05,447746.86,491724.82,16502288.56,2.192,1.996,5.196,616,14.16,8,Saludable
450,1359290.15,0.0,1359290.15,931433.18,359922.39,1291355.57,363743.81,-295809.23,0.0,-2.176,2.676,6.852,2.648,0.0,20,En Observación
451,1521389.86,346438.59,1867828.45,651931.11,777903.07,1429834.18,298725.46,139268.81,1084373.94,746,1.599,349,4.165,1.66,34,Saludable
452,2153292.7,0.0,2153292.7,826304.03,620313.56,1446617.59,279258.49,427416.62,327272.61,1.985,1.297,3.837,2.881,0.4,31,Saludable
453,2229507.21,497674.48,2727181.69,904271.33,709176.78,1613448.11,71593.73,1042139.85,2624418.21,3.821,263,3.316,0.26,2.9,30,Saludable
454,2290902.76,204069.54,2494972.3,1097995.31,996870.27,2094865.58,116150.46,283956.26,7676831.5,1.138,466,4.401,3.996,6.99,8,Saludable
455,751411.64,232552.93,983964.57,658160.24,94789.63,752949.87,503820.37,-272805.67,0.0,-2.773,512,6.689,963,0.0,6,En Riesgo
456,1445270.97,0.0,1445270.97,487762.3,406155.73,893918.03,67669.66,483683.28,2828820.03,3.347,468,3.375,281,5.8,28,Saludable
457,1776472.89,94497.61,1870970.5,409136.79,810727.48,1219864.27,157056.49,494049.74,5538945.56,2.641,839,2.187,4.333,13.54,18,Saludable
458,1562982.47,186826.54,1749809.01,1199224.37,465853.12,1665077.49,13314.17,71417.35,372314.67,408,76,6.853,2.662,0.31,25,Saludable
459,693762.59,0.0,693762.59,350803.64,266730.74,617534.38,168200.87,-91972.66,0.0,-1.326,2.424,5.057,3.845,0.0,34,En Observación
460,472800.34,0.0,472800.34,287773.22,131020.41,418793.63,6589.62,47417.09,466249.82,1.003,139,6.087,2.771,1.62,29,Saludable
461,1335200.92,0.0,1335200.92,315418.53,545136.29,860554.82,461763.57,12882.53,164642.24,96,3.458,2.362,4.083,0.52,20,En Observación
462,1297222.75,285200.62,1582423.37,571040.41,371073.02,942113.43,40542.05,599767.89,2302034.95,379,256,3.609,2.345,04.03,6,Saludable
463,1016913.4,0.0,1016913.4,636037.19,267548.11,903585.3,61139.35,52188.75,1180979.78,513,601,6.255,2.631,1.86,21,Saludable
464,758123.92,0.0,758123.92,309836.98,335153.01,644989.99,64502.46,48631.47,1131773.85,641,851,4.087,4.421,3.65,36,Saludable
465,2140846.03,357645.3,2498491.33,862546.31,222519.54,1085065.85,490217.39,923208.09,19064196.36,3.695,1.962,3.452,891,22.1,24,Saludable
466,1020298.13,0.0,1020298.13,190682.84,139826.46,330509.3,241928.18,447860.65,10922160.96,439,2.371,1.869,137,57.28,28,En Observación
467,1468762.81,346758.85,1815521.66,485470.44,585699.48,1071169.92,86218.5,658133.24,15449675.28,3.625,475,2.674,3.226,31.82,22,Saludable
468,2478636.36,0.0,2478636.36,1281193.39,629993.89,1911187.28,782264.18,-214815.1,0.0,-867,3.156,5.169,2.542,0.0,35,En Observación
469,2105657.22,516748.7,2622405.92,1755458.93,377879.43,2133338.36,276226.62,212840.94,2311462.53,812,1.053,6.694,1.441,1.32,11,Saludable
470,1344717.11,230757.03,1575474.14,1110219.65,608109.5,1718329.15,36456.62,-179311.63,0.0,-1.138,231,7.047,386,0.0,31,Saludable
471,1747438.73,0.0,1747438.73,404471.69,183285.54,587757.23,487575.45,672106.05,19379077.4,3.846,279,2.315,1.049,47.91,29,En Observación
472,1420712.81,0.0,1420712.81,596738.39,272951.45,869689.84,341945.67,209077.3,1339246.79,1.472,2.407,0.42,1.921,2.24,26,En Observación
473,2338441.79,0.0,2338441.79,397715.46,152340.16,550055.62,1040763.73,747622.44,2062552.18,3.197,4.451,1.701,651,5.19,33,En Riesgo
474,2463874.02,0.0,2463874.02,1521003.37,581411.52,2102414.89,28914.03,332545.1,10338658.39,135,117,6.173,236,6.8,4,Saludable
475,1804962.84,0.0,1804962.84,898469.1,532853.27,1431322.37,244640.68,128999.79,3435886.99,715,1.355,4.978,2.952,3.82,21,Saludable
476,1226235.44,0.0,1226235.44,771221.08,203166.83,974387.91,353682.69,-101835.16,0.0,-83,2.884,6.289,1.657,0.0,30,En Observación
477,1571910.39,0.0,1571910.39,854792.19,262039.48,1116831.67,173864.31,281214.41,782323.34,1.789,1.106,5.438,1.667,0.92,16,Saludable
478,591585.28,514715.03,1106300.31,175372.72,104677.87,280050.59,28976.3,797273.42,12407738.8,7.207,262,1.585,946,70.75,15,Saludable
479,1366820.73,0.0,1366820.73,911954.62,255785.74,1167740.36,17304.25,181776.12,3875811.14,133,127,6.672,1.871,4.25,24,Saludable
480,823484.37,0.0,823484.37,438542.32,110629.11,549171.43,166147.32,108165.62,203634.53,1.314,2.018,5.325,1.343,0.46,25,En Observación
481,1347710.27,0.0,1347710.27,968937.73,564668.63,1533606.36,47236.16,-233132.25,0.0,-173,35,719,419,0.0,18,Saludable
482,2339889.56,0.0,2339889.56,1303543.22,1017161.9,2320705.12,365379.94,-346195.5,0.0,-148,1.562,5.571,4.347,0.0,17,Saludable
483,1036928.29,58966.07,1095894.36,594638.82,226260.0,820898.82,287522.83,-12527.29,0.0,-114,2.624,5.426,2.065,0.0,11,En Observación
484,989193.62,5085.7,994279.32,189679.83,213272.42,402952.25,251378.6,339948.47,1019270.06,3.419,2.528,1.908,2.145,5.37,39,En Observación
485,502270.82,0.0,502270.82,273216.9,192964.24,466181.14,71610.43,-35520.75,0.0,-707,1.426,544,3.842,0.0,36,Saludable
486,2067040.14,66507.05,2133547.19,555912.35,358067.78,913980.13,881925.07,337641.99,8631563.22,1.583,4.134,2.606,1.678,15.53,20,En Riesgo
487,866140.51,0.0,866140.51,274023.03,64921.52,338944.55,259317.09,267878.87,621938.34,3.093,2.994,3.164,75,2.27,12,En Observación
488,1642664.15,295234.38,1937898.53,457971.08,692765.64,1150736.72,477693.39,309468.42,420730.41,1.597,2.465,2.363,3.575,0.92,36,En Observación
489,1900599.33,0.0,1900599.33,306488.51,473402.33,779890.84,186125.31,934583.18,3044420.64,4.917,979,1.613,2.491,9.93,25,Saludable
490,1564208.55,0.0,1564208.55,1116761.44,385220.43,1501981.87,432671.62,-370444.94,0.0,-2.368,2.766,7.139,2.463,0.0,30,En Observación
491,566648.03,0.0,566648.03,422130.59,103909.58,526040.17,89688.6,-49080.74,0.0,-866,1.583,745,1.834,0.0,21,Saludable
492,477004.93,0.0,477004.93,290927.62,147450.35,438377.97,12637.17,25989.79,720635.97,545,265,6.099,3.091,2.48,40,Saludable
493,1815453.68,0.0,1815453.68,1236557.23,408828.37,1645385.6,556148.17,-386080.09,0.0,-2.127,3.063,6.811,2.252,0.0,34,En Observación
494,1715496.8,0.0,1715496.8,1250549.66,642815.92,1893365.58,248723.23,-426592.01,0.0,-2.487,145,729,3.747,0.0,13,Saludable
495,2075628.15,0.0,2075628.15,882188.08,666756.37,1548944.45,923315.01,-396631.31,0.0,-1.911,4.448,425,3.212,0.0,1,En Riesgo
496,1336683.2,0.0,1336683.2,237235.89,441798.83,679034.72,26173.14,631475.34,12820890.67,4.724,196,1.775,3.305,54.04,10,Saludable
497,2137774.75,490482.24,2628256.99,574294.68,756914.26,1331208.94,242704.5,1054343.55,30589682.45,4.012,923,2.185,288,53.26,25,Saludable
498,1013316.87,0.0,1013316.87,502179.78,106329.12,608508.9,272547.03,132260.94,652837.68,1.305,269,4.956,1.049,1.3,9,En Observación
499,1966610.19,221956.41,2188566.6,544961.13,322721.31,867682.44,372068.65,948815.51,5678379.47,4.335,0.17,249,1.475,10.42,31,Saludable
500,477589.74,555682.17,1033271.91,593144.31,297057.62,890201.93,43975.78,99094.2,194097.52,959,426,574,2.875,0.33,17,Saludable
